ID_BIOGRID;ID_KEGG;INDICE;PATHWAY;LOCALISATION
852558;YBR255C-A;534;None;None
852559;YBR256C;535;Riboflavin metabolism;None
852560;YBR257W;536;Ribosome biogenesis in eukaryotes;None
852561;YBR258C;537;None;['NUCLEUS']
852562;YBR259W;538;None;['CYTOPLASM']
852563;YBR260C;539;None;['BUD NECK']
852564;YBR261C;540;None;None
852565;YBR263W;541;Glycine, serine and threonine metabolism;['NUCLEUS', 'CYTOPLASM']
852566;YBR262C;542;None;['MITOCHONDRIA']
852567;YBR264C;543;None;['CYTOPLASM']
852568;YBR265W;544;Sphingolipid metabolism;['ER']
852569;YBR267W;545;None;['CYTOPLASM']
852571;YBR268W;546;None;['MITOCHONDRIA']
852572;YBR269C;547;None;['MITOCHONDRIA']
852573;YBR270C;548;None;None
852574;YBR271W;549;None;['CYTOPLASM']
852575;YBR272C;550;None;['CYTOPLASM']
852576;YBR273C;551;Protein processing in endoplasmic reticulum;['ER']
852577;YBR274W;552;Cell cycle - yeast;['CYTOPLASM']
852578;YBR275C;553;None;['CYTOPLASM']
852579;YBR276C;554;Efferocytosis;None
852580;YBR278W;555;DNA replication;['NUCLEUS']
8618592;DDB_G0272825;556;None;None
852582;YBR279W;557;MAPK signaling pathway - yeast;['NUCLEUS']
852583;YBR280C;558;None;None
852584;YBR281C;559;None;['CYTOPLASM']
852585;YBR282W;560;None;['MITOCHONDRIA']
852586;YBR283C;561;Protein export;['ER']
852587;YBR284W;562;None;None
852588;YBR285W;563;None;None
852589;YBR286W;564;None;['CYTOPLASM']
852590;YBR287W;565;None;['ER']
852591;YBR288C;566;None;['PUNCTATE COMPOSITE', 'GOLGI']
852592;YBR289W;567;ATP-dependent chromatin remodeling;['NUCLEUS']
852593;YBR290W;568;None;['ER']
852594;YBR291C;569;None;['MITOCHONDRIA']
852596;YBR293W;570;None;None
852597;YBR294W;571;None;None
852598;YBR295W;572;None;None
852599;YBR296C;573;None;['ER']
852600;YBR297W;574;None;None
852601;YBR298C;575;None;None
852602;YBR299W;576;Galactose metabolism;None
852603;YBR301W;577;None;None
852605;YBR302C;578;None;None
852606;YGL245W;579;Porphyrin metabolism;['CYTOPLASM']
852607;YGL244W;580;None;['NUCLEUS']
852608;YGL243W;581;None;None
852609;YGL242C;582;None;None
852610;YGL241W;583;Nucleocytoplasmic transport;['CYTOPLASM', 'NUCLEUS']
852611;YGL240W;584;Cell cycle - yeast;['CYTOPLASM']
852612;YGL238W;585;Nucleocytoplasmic transport;['NUCLEUS']
641;None;586;None;None
852614;YGL237C;587;None;['NUCLEUS']
852615;YGL235W;588;None;None
852616;YGL236C;589;None;None
852617;YGL234W;590;Purine metabolism;['CYTOPLASM']
852618;YGL233W;591;None;None
852619;YGL232W;592;None;['NUCLEUS']
852620;YGL231C;593;None;['ER']
852621;YGL230C;594;None;None
852622;YGL229C;595;None;['CYTOPLASM']
852623;YGL228W;596;None;None
852624;YGL227W;597;None;['CYTOPLASM']
852625;YGL226C-A;598;N-Glycan biosynthesis;['ER']
852626;YGL226W;599;None;['MITOCHONDRIA']
852628;YGL263W;600;None;None
852629;YGL262W;601;None;None
852630;YGL261C;602;None;None
852631;YGL260W;603;None;None
852632;YGL259W;604;None;None
665;None;605;None;None
852634;YGL258W;606;None;None
852635;YGL257C;607;Other types of O-glycan biosynthesis;None
852636;YGL256W;608;Glycolysis / Gluconeogenesis;['MITOCHONDRIA']
852637;YGL255W;609;None;['ER']
852638;YGL254W;610;None;None
852639;YGL253W;611;Glycolysis / Gluconeogenesis;['CYTOPLASM']
672;None;612;None;None
852640;YGL252C;613;None;['CYTOPLASM']
852641;YGL251C;614;None;None
852643;YGL249W;615;None;['CYTOPLASM']
852644;YGL248W;616;Purine metabolism;None
852645;YGL247W;617;None;['NUCLEAR PERIPHERY']
852646;YGL246C;618;None;['NUCLEUS']
852647;YGL225W;619;None;['PUNCTATE COMPOSITE', 'GOLGI']
852648;YGL224C;620;Nicotinate and nicotinamide metabolism;None
852649;YGL223C;621;None;None
852650;YGL222C;622;None;['CYTOPLASM']
852642;YGL250W;623;None;['CYTOPLASM']
852652;YGL220W;624;None;['CYTOPLASM']
852651;YGL221C;625;None;['MITOCHONDRIA']
852654;YGL219C;626;Mitophagy - yeast;['PUNCTATE COMPOSITE']
852655;YGL216W;627;Motor proteins;['CYTOPLASM']
852657;YGL215W;628;None;None
852659;YGL213C;629;RNA degradation;['CYTOPLASM']
852660;YGL212W;630;SNARE interactions in vesicular transport;['VACUOLAR MEMBRANE', 'PUNCTATE COMPOSITE']
852661;YGL211W;631;Sulfur relay system;['MITOCHONDRIA']
852662;YGL210W;632;Endocytosis;['CYTOPLASM']
852663;YGL209W;633;None;['NUCLEUS']
852664;YGL208W;634;None;None
852665;YGL207W;635;None;['NUCLEUS']
852666;YGL206C;636;Endocytosis;None
852667;YGL205W;637;Fatty acid degradation;None
852670;YGL203C;638;None;['PUNCTATE COMPOSITE']
852672;YGL202W;639;Ubiquinone and other terpenoid-quinone biosynthesis;['CYTOPLASM']
852673;YGL201C;640;DNA replication;['NUCLEUS', 'CYTOPLASM']
852675;YGL200C;641;None;None
852676;YGL198W;642;None;None
852678;YGL197W;643;None;['CYTOPLASM']
852679;YGL196W;644;Glycine, serine and threonine metabolism;None
852680;YGL195W;645;None;['CYTOPLASM']
852681;YGL194C;646;None;['NUCLEUS']
852682;YGL193C;647;None;None
852683;YGL192W;648;None;None
852684;YGL191W;649;Oxidative phosphorylation;None
852685;YGL190C;650;mRNA surveillance pathway;['CYTOPLASM']
852686;YGL189C;651;Ribosome;['CYTOPLASM']
852688;YGL187C;652;Oxidative phosphorylation;['MITOCHONDRIA']
852689;YGL186C;653;None;None
852690;YGL185C;654;None;['CYTOPLASM']
852691;YGL184C;655;Cysteine and methionine metabolism;['CYTOPLASM']
852692;YGL183C;656;None;None
852694;YGL181W;657;Endocytosis;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'ACTIN']
852695;YGL180W;658;Autophagy - other;['CYTOPLASM']
852696;YGL179C;659;Autophagy - yeast;None
852697;YGL178W;660;None;None
852699;YGL176C;661;None;None
852700;YGL175C;662;None;['CYTOPLASM']
852701;YGL174W;663;None;['NUCLEUS']
852702;YGL173C;664;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
852703;YGL172W;665;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
852704;YGL171W;666;None;None
852705;YGL170C;667;None;None
852707;YGL169W;668;None;['CYTOPLASM']
852708;YGL168W;669;None;None
852709;YGL167C;670;None;['ER']
852710;YGL166W;671;None;None
852712;YGL164C;672;None;['CYTOPLASM']
852713;YGL163C;673;Homologous recombination;None
852714;YGL162W;674;None;['NUCLEUS']
852715;YGL161C;675;None;['PUNCTATE COMPOSITE', 'GOLGI']
852716;YGL160W;676;None;None
852717;YGL159W;677;None;None
852719;YGL158W;678;None;None
852720;YGL157W;679;None;['CYTOPLASM']
852721;YGL156W;680;Other glycan degradation;['PUNCTATE COMPOSITE', 'CYTOPLASM']
852722;YGL155W;681;None;['CYTOPLASM']
852723;YGL154C;682;Pantothenate and CoA biosynthesis;None
852724;YGL153W;683;Peroxisome;['PUNCTATE COMPOSITE', 'PEROXISOME']
852726;YGL151W;684;None;['NUCLEUS']
852728;YGL150C;685;ATP-dependent chromatin remodeling;['CYTOPLASM']
852729;YGL148W;686;Phenylalanine, tyrosine and tryptophan biosynthesis;['CYTOPLASM']
852730;YGL147C;687;Ribosome;None
852731;YGL146C;688;None;None
852732;YGL145W;689;None;['ER']
852733;YGL144C;690;None;None
852734;YGL143C;691;None;['MITOCHONDRIA']
852735;YGL142C;692;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;None
852736;YGL141W;693;Ubiquitin mediated proteolysis;None
852737;YGL140C;694;None;None
852738;YGL139W;695;None;['PUNCTATE COMPOSITE', 'CYTOPLASM']
852739;YGL138C;696;None;None
852740;YGL137W;697;None;['PUNCTATE COMPOSITE', 'GOLGI']
852741;YGL136C;698;None;None
852742;YGL135W;699;Ribosome;['CYTOPLASM']
852743;YGL134W;700;None;None
852744;YGL133W;701;None;None
852746;YGL131C;702;None;None
852747;YGL130W;703;None;['NUCLEUS']
852748;YGL129C;704;None;['MITOCHONDRIA']
852749;YGL128C;705;None;['CYTOPLASM']
852750;YGL127C;706;None;['NUCLEUS']
852751;YGL126W;707;None;None
852752;YGL125W;708;One carbon pool by folate;['CYTOPLASM']
852753;YGL124C;709;Autophagy - yeast;['PUNCTATE COMPOSITE', 'GOLGI']
852754;YGL123W;710;Ribosome;None
852755;YGL122C;711;None;['NUCLEUS']
852756;YGL121C;712;None;None
852757;YGL120C;713;Spliceosome;['CYTOPLASM']
852758;YGL119W;714;None;['MITOCHONDRIA']
852759;tW(CCA)G1;715;None;None
852761;YGL117W;716;None;None
852762;YGL116W;717;Cell cycle - yeast;None
852763;YGL115W;718;Longevity regulating pathway - multiple species;['CYTOPLASM']
852764;YGL114W;719;None;None
852765;YGL113W;720;None;['NUCLEUS', 'CYTOPLASM']
852766;YGL112C;721;Basal transcription factors;['NUCLEUS']
852767;YGL111W;722;None;['NUCLEUS']
852768;YGL110C;723;None;['CYTOPLASM']
852770;YGL108C;724;None;['CELL PERIPHERY']
852771;YGL107C;725;None;['MITOCHONDRIA']
852772;YGL106W;726;None;None
852773;YGL105W;727;None;['CYTOPLASM']
852774;YGL104C;728;None;None
852775;YGL103W;729;Ribosome;None
852777;YGL101W;730;Purine metabolism;['CYTOPLASM']
852778;YGL100W;731;Nucleocytoplasmic transport;None
852779;YGL099W;732;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
852780;YGL098W;733;SNARE interactions in vesicular transport;['ER']
852782;YGL097W;734;None;['NUCLEUS']
852783;YGL096W;735;None;None
852784;tE(UUC)G1;736;None;None
852785;YGL095C;737;Autophagy - yeast;['PUNCTATE COMPOSITE', 'GOLGI']
852786;YGL094C;738;RNA degradation;['CYTOPLASM']
852787;YGL093W;739;None;['SPINDLE POLE']
852788;YGL092W;740;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
852789;YGL091C;741;None;['CYTOPLASM']
852790;YGL090W;742;Non-homologous end-joining;['CYTOPLASM']
852791;YGL089C;743;MAPK signaling pathway - yeast;None
852793;YGL087C;744;None;['CYTOPLASM']
852794;YGL086W;745;Cell cycle - yeast;['NUCLEAR PERIPHERY']
852795;YGL085W;746;None;['MITOCHONDRIA']
852796;YGL084C;747;None;['ER']
852797;YGL083W;748;None;['PUNCTATE COMPOSITE', 'GOLGI']
852798;YGL082W;749;None;['CYTOPLASM']
852799;YGL081W;750;None;None
852800;YGL080W;751;None;['MITOCHONDRIA']
852801;YGL079W;752;None;['PUNCTATE COMPOSITE']
852802;YGL078C;753;None;['NUCLEOLUS', 'NUCLEUS']
852803;YGL077C;754;None;['BUD TIP', 'CELL PERIPHERY']
852804;YGL076C;755;Ribosome;None
852805;YGL075C;756;None;['SPINDLE POLE']
852806;YGL073W;757;None;['NUCLEUS']
831;None;758;None;None
852809;YGL071W;759;None;['NUCLEUS', 'CYTOPLASM']
852810;YGL070C;760;RNA polymerase;['NUCLEUS', 'PUNCTATE COMPOSITE']
843;None;761;None;None
852811;YGL068W;762;Ribosome;['MITOCHONDRIA']
852813;YGL067W;763;Nicotinate and nicotinamide metabolism;['CYTOPLASM']
852814;YGL066W;764;None;['NUCLEUS', 'CYTOPLASM']
852815;YGL065C;765;N-Glycan biosynthesis;['ER']
852816;YGL064C;766;None;['MITOCHONDRIA']
852817;YGL063W;767;None;None
852818;YGL062W;768;Citrate cycle (TCA cycle);['CYTOPLASM']
852819;YGL061C;769;None;['MICROTUBULE']
852820;YGL060W;770;None;['CYTOPLASM']
852821;YGL059W;771;None;['CYTOPLASM']
852822;YGL058W;772;Ubiquitin mediated proteolysis;['NUCLEUS']
852823;YGL057C;773;None;None
852824;YGL056C;774;None;['CYTOPLASM']
852825;YGL055W;775;Biosynthesis of unsaturated fatty acids;['ER']
852826;YGL054C;776;None;['ER']
852828;YGL053W;777;None;None
852830;YGL051W;778;None;None
852831;tR(UCU)G1;779;None;None
852832;YGL050W;780;None;None
852833;YGL049C;781;None;['CYTOPLASM']
852834;YGL048C;782;Proteasome;['NUCLEUS', 'CYTOPLASM', 'PROTEASOME']
852835;YGL047W;783;N-Glycan biosynthesis;['ER']
852837;YGL045W;784;None;None
852838;YGL044C;785;mRNA surveillance pathway;None
852839;YGL043W;786;None;['NUCLEUS']
852842;YGL040C;787;Porphyrin metabolism;['CYTOPLASM']
875;None;788;None;None
852844;YGL039W;789;None;['CYTOPLASM']
852845;YGL038C;790;Various types of N-glycan biosynthesis;['PUNCTATE COMPOSITE', 'GOLGI']
852846;YGL037C;791;Nicotinate and nicotinamide metabolism;['CYTOPLASM', 'PUNCTATE COMPOSITE', 'PEROXISOME']
852843;tL(CAA)G2;792;None;None
852848;YGL035C;793;None;['NUCLEUS']
852847;YGL036W;794;None;None
852850;YGL033W;795;None;None
852851;YGL032C;796;None;None
852852;YGL031C;797;Ribosome;['CYTOPLASM']
852853;YGL030W;798;Ribosome;None
852854;YGL029W;799;None;['NUCLEUS']
852855;tF(GAA)G;800;None;None
852856;YGL028C;801;None;['CYTOPLASM']
852857;YGL027C;802;N-Glycan biosynthesis;None
852858;YGL026C;803;Glycine, serine and threonine metabolism;['CYTOPLASM']
890;None;804;None;None
852860;YGL025C;805;None;['NUCLEUS']
852861;YGL023C;806;None;None
852862;YGL022W;807;N-Glycan biosynthesis;['ER']
852863;YGL021W;808;None;None
852864;YGL020C;809;Protein export;['ER']
852865;YGL019W;810;Ribosome biogenesis in eukaryotes;['NUCLEUS']
852866;YGL018C;811;None;['MITOCHONDRIA']
852867;YGL017W;812;None;['CYTOPLASM']
852868;YGL016W;813;None;['NUCLEAR PERIPHERY']
852869;YGL015C;814;None;None
852870;YGL014W;815;None;['CYTOPLASM']
852871;YGL013C;816;None;['NUCLEUS', 'CYTOPLASM']
852872;YGL012W;817;Steroid biosynthesis;['ER']
852873;YGL011C;818;Proteasome;['CYTOPLASM', 'NUCLEUS', 'PROTEASOME']
852874;YGL010W;819;None;['ER']
852875;YGL009C;820;Valine, leucine and isoleucine biosynthesis;['CYTOPLASM']
852876;YGL008C;821;Oxidative phosphorylation;['CELL PERIPHERY', 'VACUOLE']
852878;YGL006W;822;None;['VACUOLAR MEMBRANE']
852879;YGL005C;823;None;['PUNCTATE COMPOSITE']
852880;YGL004C;824;None;None
852881;YGL003C;825;Cell cycle - yeast;None
852882;YGL002W;826;None;None
852883;YGL001C;827;Steroid biosynthesis;['ER']
852884;YGR001C;828;None;['CYTOPLASM']
852885;YGR002C;829;ATP-dependent chromatin remodeling;['NUCLEUS']
852886;YGR003W;830;Ubiquitin mediated proteolysis;['CYTOPLASM']
852887;YGR004W;831;None;['CYTOPLASM']
852888;YGR005C;832;Basal transcription factors;None
852889;YGR006W;833;Spliceosome;None
852890;YGR007W;834;Phosphonate and phosphinate metabolism;['CYTOPLASM']
852891;YGR008C;835;None;['CYTOPLASM']
852892;YGR009C;836;None;None
852893;YGR010W;837;Nicotinate and nicotinamide metabolism;None
852895;YGR012W;838;Cysteine and methionine metabolism;['MITOCHONDRIA']
852896;YGR013W;839;None;['NUCLEUS']
852897;YGR014W;840;MAPK signaling pathway - yeast;None
852898;YGR015C;841;None;['MITOCHONDRIA']
852899;YGR016W;842;None;None
852900;YGR017W;843;Vitamin B6 metabolism;['NUCLEUS', 'CYTOPLASM']
852902;YGR019W;844;Alanine, aspartate and glutamate metabolism;['CYTOPLASM']
852903;YGR020C;845;Oxidative phosphorylation;['VACUOLAR MEMBRANE']
852904;YGR021W;846;None;['MITOCHONDRIA']
852905;YGR023W;847;MAPK signaling pathway - yeast;None
852907;tD(GUC)G1;848;None;None
852908;YGR024C;849;None;None
852910;YGR026W;850;None;['CELL PERIPHERY']
852911;YGR027C;851;Ribosome;None
852912;YGR027W-A;852;None;None
852913;YGR027W-B;853;None;None
852915;YGR028W;854;None;['MITOCHONDRIA']
852916;YGR029W;855;None;None
852917;tD(GUC)G2;856;None;None
852918;YGR030C;857;Ribosome biogenesis in eukaryotes;['NUCLEUS']
852919;YGR031W;858;None;['MITOCHONDRIA']
852920;YGR032W;859;Starch and sucrose metabolism;None
852921;YGR033C;860;None;None
852922;YGR034W;861;Ribosome;['CYTOPLASM']
852923;YGR035C;862;None;None
852924;YGR036C;863;N-Glycan biosynthesis;None
852925;YGR037C;864;None;['CYTOPLASM']
852926;YGR038W;865;None;['ER']
852928;YGR038C-B;866;None;None
852929;YGR038C-A;867;None;None
852931;YGR040W;868;MAPK signaling pathway - yeast;None
852932;YGR041W;869;None;['BUD NECK']
852933;YGR042W;870;None;['CYTOPLASM']
852934;YGR043C;871;Pentose phosphate pathway;['NUCLEUS']
852935;YGR044C;872;Meiosis - yeast;['CYTOPLASM']
852937;YGR046W;873;None;['MITOCHONDRIA']
852938;YGR047C;874;None;['NUCLEUS', 'CYTOPLASM']
852939;YGR048W;875;Protein processing in endoplasmic reticulum;['NUCLEUS', 'CYTOPLASM']
852940;YGR049W;876;None;['MITOCHONDRIA']
852943;YGR052W;877;None;['CYTOPLASM']
852944;YGR053C;878;None;None
852945;YGR054W;879;None;None
852946;YGR055W;880;None;['VACUOLE', 'VACUOLAR MEMBRANE', 'PUNCTATE COMPOSITE']
852947;YGR056W;881;None;None
852948;YGR057C;882;None;None
852949;YGR058W;883;None;['NUCLEUS', 'CYTOPLASM']
852950;YGR059W;884;Meiosis - yeast;None
983;None;885;None;None
852951;YGR060W;886;Steroid biosynthesis;['ER']
852952;YGR061C;887;Purine metabolism;['CYTOPLASM']
852953;YGR062C;888;None;['MITOCHONDRIA']
852955;YGR063C;889;Viral life cycle - HIV-1;['NUCLEUS']
852956;YGR065C;890;None;['BUD TIP', 'CELL PERIPHERY']
852957;YGR066C;891;None;None
852958;YGR067C;892;None;None
989;None;893;None;None
852960;YGR068C;894;None;['CYTOPLASM']
852961;YGR070W;895;MAPK signaling pathway - yeast;None
852962;YGR071C;896;None;['NUCLEUS']
852963;YGR072W;897;Nucleocytoplasmic transport;['CYTOPLASM']
852964;YGR074W;898;Spliceosome;None
997;None;899;None;None
852966;YGR075C;900;Spliceosome;['NUCLEUS']
852967;YGR076C;901;None;['MITOCHONDRIA']
852968;YGR077C;902;None;None
852969;YGR078C;903;None;['CYTOPLASM']
852970;YGR079W;904;None;None
852971;YGR080W;905;None;['PUNCTATE COMPOSITE', 'ACTIN']
852972;YGR081C;906;None;['NUCLEUS']
852973;YGR082W;907;None;['MITOCHONDRIA']
852974;YGR083C;908;None;['CYTOPLASM']
852975;YGR084C;909;None;['MITOCHONDRIA']
852976;YGR085C;910;Ribosome;['CYTOPLASM']
852977;YGR086C;911;None;['PLASMA MEMBRANE', 'EISOSOMES']
852978;YGR087C;912;Glycolysis / Gluconeogenesis;None
852979;YGR088W;913;Tryptophan metabolism;['CYTOPLASM']
852980;YGR089W;914;None;['CYTOPLASM']
852981;tT(UGU)G1;915;None;None
852982;YGR090W;916;Ribosome biogenesis in eukaryotes;['NUCLEUS']
852983;YGR091W;917;Spliceosome;None
852984;YGR092W;918;Cell cycle - yeast;None
1017;None;919;None;None
852985;YGR093W;920;None;['NUCLEUS']
852986;YGR094W;921;Aminoacyl-tRNA biosynthesis;['CYTOPLASM']
852987;YGR095C;922;RNA degradation;['NUCLEUS', 'CYTOPLASM']
852988;YGR096W;923;None;None
852989;YGR097W;924;None;['CYTOPLASM']
852990;YGR098C;925;Cell cycle - yeast;None
852991;YGR099W;926;None;None
852993;YGR101W;927;None;None
852994;YGR102C;928;Aminoacyl-tRNA biosynthesis;['MITOCHONDRIA']
852995;YGR103W;929;None;['NUCLEUS']
852996;YGR104C;930;None;['NUCLEUS']
852997;YGR105W;931;None;['VACUOLAR MEMBRANE']
852998;YGR106C;932;None;['VACUOLAR MEMBRANE']
852992;YGR100W;933;None;['CYTOPLASM']
853002;YGR108W;934;MAPK signaling pathway - yeast;['NUCLEUS']
853003;YGR109C;935;MAPK signaling pathway - yeast;None
853005;YGR109W-A;936;None;None
853006;YGR109W-B;937;None;None
853007;YGR110W;938;Glycerophospholipid metabolism;None
853008;YGR111W;939;None;['CYTOPLASM']
853009;YGR112W;940;None;['MITOCHONDRIA']
853010;YGR113W;941;Cell cycle - yeast;None
853011;YGR116W;942;None;['NUCLEUS', 'CYTOPLASM']
853014;YGR117C;943;None;['CYTOPLASM']
853015;YGR118W;944;Ribosome;['NUCLEUS']
853016;YGR119C;945;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
853017;YGR120C;946;None;['PUNCTATE COMPOSITE', 'GOLGI']
853019;YGR121C;947;None;None
853020;YGR122W;948;None;['CYTOPLASM']
853022;tR(UCU)G3;949;None;None
853023;YGR123C;950;None;['CYTOPLASM']
853025;YGR124W;951;Alanine, aspartate and glutamate metabolism;['CYTOPLASM']
853026;YGR125W;952;None;None
853027;YGR126W;953;None;None
853028;YGR127W;954;None;None
853029;YGR128C;955;Ribosome biogenesis in eukaryotes;['NUCLEOLUS', 'NUCLEUS']
853030;YGR129W;956;Spliceosome;['NUCLEUS']
853031;YGR130C;957;None;['PUNCTATE COMPOSITE', 'EISOSOMES']
853032;YGR131W;958;None;None
853033;YGR132C;959;None;['MITOCHONDRIA']
853034;YGR133W;960;None;['PUNCTATE COMPOSITE', 'PEROXISOME']
853035;YGR134W;961;None;['CYTOPLASM']
853036;YGR135W;962;Proteasome;['NUCLEUS', 'CYTOPLASM', 'PROTEASOME']
853037;YGR136W;963;None;None
853039;YGR138C;964;None;['CELL PERIPHERY']
853041;YGR140W;965;None;['MICROTUBULE', 'SPINDLE POLE', 'CYTOPLASM']
853042;YGR141W;966;None;None
853043;YGR142W;967;None;['CYTOPLASM']
853045;YGR143W;968;None;None
853047;YGR144W;969;Thiamine metabolism;None
853048;YGR145W;970;None;None
853049;YGR146C;971;None;None
853050;YGR147C;972;None;['MITOCHONDRIA']
853051;YGR148C;973;Ribosome;['CYTOPLASM']
853052;YGR149W;974;None;['MITOCHONDRIA']
853053;YGR150C;975;None;['MITOCHONDRIA']
853056;YGR152C;976;None;None
853057;YGR153W;977;None;None
853058;YGR154C;978;None;None
853059;YGR155W;979;Glycine, serine and threonine metabolism;['CYTOPLASM']
853060;YGR156W;980;mRNA surveillance pathway;['NUCLEUS']
853061;YGR157W;981;Glycerophospholipid metabolism;['ER']
853062;YGR158C;982;RNA degradation;['NUCLEUS', 'CYTOPLASM']
853064;YGR159C;983;None;['NUCLEUS', 'NUCLEOLUS']
853065;YGR161C;984;None;['CYTOPLASM']
853066;None;985;None;None
853067;YGR161W-B;986;None;None
853068;YGR161C-D;987;None;None
853069;YGR161C-C;988;None;None
853071;YGR162W;989;None;['CYTOPLASM']
853072;YGR163W;990;None;['VACUOLAR MEMBRANE']
1104;RP4-669K10.2;991;None;None
853074;tR(UCU)G2;992;None;None
853075;YGR165W;993;None;['MITOCHONDRIA']
853076;YGR166W;994;None;None
853077;YGR167W;995;None;['PUNCTATE COMPOSITE', 'GOLGI']
853078;YGR168C;996;None;None
1111;None;997;None;None
853079;YGR169C;998;None;None
853080;YGR170W;999;Glycerophospholipid metabolism;None
853081;YGR171C;1000;Selenocompound metabolism;['MITOCHONDRIA']
853082;YGR172C;1001;None;None
853083;YGR173W;1002;None;['CYTOPLASM', 'FOCI']
853085;YGR174C;1003;None;['MITOCHONDRIA']
853086;YGR175C;1004;Steroid biosynthesis;['LIPID PARTICLE', 'ER']
853088;YGR177C;1005;None;['ER']
853089;YGR178C;1006;None;['CYTOPLASM', 'NUCLEUS']
853090;YGR179C;1007;None;['SPINDLE POLE']
853091;YGR180C;1008;Purine metabolism;['NUCLEUS', 'CYTOPLASM']
853093;YGR181W;1009;None;None
853095;YGR183C;1010;Oxidative phosphorylation;None
853096;YGR184C;1011;None;None
853097;YGR185C;1012;Aminoacyl-tRNA biosynthesis;['CYTOPLASM']
853098;YGR186W;1013;Basal transcription factors;['NUCLEUS']
853099;YGR187C;1014;None;['CYTOPLASM']
853100;YGR188C;1015;Cell cycle - yeast;['CYTOPLASM']
853102;YGR189C;1016;None;['CYTOPLASM']
853104;YGR191W;1017;None;['ER', 'CELL PERIPHERY']
853106;YGR192C;1018;Glycolysis / Gluconeogenesis;['NUCLEUS', 'CYTOPLASM']
853107;YGR193C;1019;None;['MITOCHONDRIA']
853108;YGR194C;1020;Pentose and glucuronate interconversions;['CYTOPLASM']
853109;YGR195W;1021;RNA degradation;['NUCLEUS']
853110;YGR196C;1022;None;None
853111;YGR197C;1023;None;None
853112;YGR198W;1024;None;['MITOCHONDRIA']
853113;YGR199W;1025;Other types of O-glycan biosynthesis;None
853114;YGR200C;1026;None;['CYTOPLASM']
853115;YGR201C;1027;None;None
853116;YGR202C;1028;Phosphonate and phosphinate metabolism;None
853117;YGR203W;1029;None;['CYTOPLASM']
853118;YGR204W;1030;One carbon pool by folate;['CYTOPLASM']
853119;YGR205W;1031;Glycine, serine and threonine metabolism;['CYTOPLASM']
853120;YGR206W;1032;Endocytosis;['PUNCTATE COMPOSITE', 'ENDOSOME']
