Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_001134.8	197494	197567	II	plus	tRNA-Ile		852267	tRNA				YNCB0004W
NC_001134.8	197629	197699	II	minus	tRNA-Gly		852268	tRNA				YNCB0005C
NC_001134.8	199064	201748	II	minus	Rrn6p	RRN6	852269	protein-coding	NM_001178254.2	NP_009539.2	894	YBL014C
NC_001134.8	202056	203261	II	plus	methionyl-tRNA formyltransferase	FMT1	852270	protein-coding	NM_001178253.1	NP_009540.2	401	YBL013W
NC_001134.8	203538	205817	II	plus	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1	SCT1	852271	protein-coding	NM_001178251.1	NP_009542.1	759	YBL011W
NC_001134.8	206107	206949	II	minus	Laa2p	LAA2	852273	protein-coding	NM_001178250.1	NP_009543.1	280	YBL010C
NC_001134.8	207194	209224	II	plus	protein kinase ALK2	ALK2	852274	protein-coding	NM_001178249.1	NP_009544.1	676	YBL009W
NC_001134.8	209409	209648	II	plus	uncharacterized protein		1466442	protein-coding	NM_001184539.1	NP_878046.1	79	YBL008W-A
NC_001134.8	209653	212175	II	plus	Hir1p	HIR1	852275	protein-coding	NM_001178248.2	NP_009545.2	840	YBL008W
NC_001134.8	212632	216366	II	minus	cytoskeletal protein-binding protein SLA1	SLA1	852276	protein-coding	NM_001178247.1	NP_009546.1	1244	YBL007C
NC_001134.8	216587	217129	II	minus	Ldb7p	LDB7	852277	protein-coding	NM_001178246.1	NP_009547.2	180	YBL006C
NC_001134.8	217470	220400	II	plus	drug-responsive transcription factor PDR3	PDR3	852278	protein-coding	NM_001178245.1	NP_009548.1	976	YBL005W
NC_001134.8	221330	226598	II	plus	gag-pol fusion protein		852280	protein-coding	NM_001180048.2	NP_009549.1	1755	YBL005W-B
NC_001134.8	221330	222652	II	plus	gag protein		852279	protein-coding	NM_001180047.1	NP_009550.1	440	YBL005W-A
NC_001134.8	227075	227156	II	plus	tRNA-Ser		852281	tRNA				YNCB0006W
NC_001134.8	227636	235117	II	plus	Utp20p	UTP20	852282	protein-coding	NM_001178244.1	NP_009551.2	2493	YBL004W
NC_001134.8	235394	235792	II	minus	histone H2A	HTA2	852283	protein-coding	NM_001178243.1	NP_009552.1	132	YBL003C
NC_001134.8	236492	236887	II	plus	histone H2B	HTB2	852284	protein-coding	NM_001178242.1	NP_009553.1	131	YBL002W
NC_001134.8	237153	237467	II	minus	Ecm15p	ECM15	852285	protein-coding	NM_001178241.1	NP_009554.1	104	YBL001C
NC_001134.8	238941	241283	II	minus	alpha,alpha-trehalase NTH2	NTH2	852286	protein-coding	NM_001178349.1	NP_009555.1	780	YBR001C
NC_001134.8	241708	242568	II	minus	ditrans,polycis-polyprenyl diphosphate synthase	RER2	852287	protein-coding	NM_001178350.1	NP_009556.1	286	YBR002C
NC_001134.8	242809	244230	II	plus	trans-hexaprenyltranstransferase	COQ1	852288	protein-coding	NM_001178351.1	NP_009557.1	473	YBR003W
NC_001134.8	244366	245667	II	minus	GPI-anchor transamidase GPI18	GPI18	852289	protein-coding	NM_001178352.2	NP_009558.2	433	YBR004C
NC_001134.8	245906	246547	II	plus	Rcr1p	RCR1	852290	protein-coding	NM_001178353.1	NP_009559.1	213	YBR005W
NC_001134.8	247010	248503	II	plus	succinate-semialdehyde dehydrogenase (NAD(P)(+))	UGA2	852291	protein-coding	NM_001178354.1	NP_009560.1	497	YBR006W
NC_001134.8	248806	251016	II	minus	Dsf2p	DSF2	852292	protein-coding	NM_001178355.2	NP_009561.2	736	YBR007C
NC_001134.8	252563	254209	II	minus	Flr1p	FLR1	852293	protein-coding	NM_001178356.1	NP_009562.1	548	YBR008C
NC_001134.8	255373	255684	II	minus	histone H4	HHF1	852294	protein-coding	NM_001178357.1	NP_009563.1	103	YBR009C
NC_001134.8	256331	256741	II	plus	histone H3	HHT1	852295	protein-coding	NM_001178358.1	NP_009564.1	136	YBR010W
NC_001134.8	257112	257975	II	minus	inorganic diphosphatase IPP1	IPP1	852296	protein-coding	NM_001178359.1	NP_009565.1	287	YBR011C
NC_001134.8	259869	265140	II	plus	gag-pol fusion protein		852299	protein-coding	NM_001180056.2	NP_009567.1	1756	YBR012W-B
NC_001134.8	259869	261191	II	plus	gag protein		852298	protein-coding	NM_001180055.1	NP_009568.1	440	YBR012W-A
NC_001134.8	265492	265881	II	minus	uncharacterized protein		852300	protein-coding	NM_001178361.1	NP_009569.1	129	YBR013C
NC_001134.8	266378	266450	II	plus	tRNA-Thr		852301	tRNA				YNCB0007W
NC_001134.8	266725	267336	II	minus	glutathione-disulfide reductase GRX7	GRX7	852302	protein-coding	NM_001178362.1	NP_009570.1	203	YBR014C
NC_001134.8	267710	269503	II	minus	alpha-1,2-mannosyltransferase MNN2	MNN2	852303	protein-coding	NM_001178363.1	NP_009571.1	597	YBR015C
NC_001134.8	270247	270633	II	plus	uncharacterized protein		852304	protein-coding	NM_001178364.1	NP_009572.1	128	YBR016W
NC_001134.8	270947	273703	II	minus	Kap104p	KAP104	852305	protein-coding	NM_001178365.1	NP_009573.1	918	YBR017C
NC_001134.8	274427	275527	II	minus	UDP-glucose:hexose-1-phosphate uridylyltransferase	GAL7	852306	protein-coding	NM_001178366.1	NP_009574.1	366	YBR018C
NC_001134.8	276253	278352	II	minus	bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase	GAL10	852307	protein-coding	NM_001178367.1	NP_009575.1	699	YBR019C
NC_001134.8	276805	280645	II	plus	uncharacterized ncRNA		65052914	antisense_RNA	NR_172474.1			YNCB0008W
NC_001134.8	279021	280607	II	plus	galactokinase	GAL1	852308	protein-coding	NM_001178368.1	NP_009576.1	528	YBR020W
NC_001134.8	281443	283344	II	plus	uracil permease	FUR4	852309	protein-coding	NM_001178369.1	NP_009577.1	633	YBR021W
NC_001134.8	283738	284271	II	plus	ADP-ribose 1''-phosphate phosphatase	POA1	852310	protein-coding	NM_001178370.1	NP_009578.1	177	YBR022W
NC_001134.8	284428	287925	II	minus	chitin synthase CHS3	CHS3	852311	protein-coding	NM_001178371.1	NP_009579.1	1165	YBR023C
NC_001134.8	289445	290350	II	plus	putative thioredoxin peroxidase SCO2	SCO2	852312	protein-coding	NM_001178372.1	NP_009580.1	301	YBR024W
NC_001134.8	290681	291865	II	minus	Obg-like ATPase	OLA1	852313	protein-coding	NM_001178373.1	NP_009581.1	394	YBR025C
NC_001134.8	292877	294019	II	minus	enoyl-[acyl-carrier-protein] reductase	ETR1	852314	protein-coding	NM_001178374.1	NP_009582.1	380	YBR026C
NC_001134.8	294024	294356	II	minus	uncharacterized protein		852315	protein-coding	NM_001346795.1	NP_001333724.1	110	YBR027C
NC_001134.8	294425	296002	II	minus	putative protein kinase YPK3	YPK3	852316	protein-coding	NM_001178376.1	NP_009584.1	525	YBR028C
NC_001134.8	296369	297742	II	minus	phosphatidate cytidylyltransferase	CDS1	852317	protein-coding	NM_001178377.1	NP_009585.1	457	YBR029C
NC_001134.8	298292	299950	II	plus	protein-lysine N-methyltransferase	RKM3	852318	protein-coding	NM_001178378.1	NP_009586.1	552	YBR030W
NC_001134.8	300166	301254	II	plus	ribosomal 60S subunit protein L4A	RPL4A	852319	protein-coding	NM_001178379.1	NP_009587.1	362	YBR031W
NC_001134.8	301519	301821	II	plus	uncharacterized protein		852320	protein-coding	NM_001346796.1	NP_001333725.1	100	YBR032W
NC_001134.8	301944	304703	II	plus	Eds1p	EDS1	852321	protein-coding	NM_001178381.1	NP_009589.1	919	YBR033W
NC_001134.8	304930	305976	II	minus	protein-arginine omega-N methyltransferase HMT1	HMT1	852322	protein-coding	NM_001178382.1	NP_009590.1	348	YBR034C
NC_001134.8	306269	306955	II	minus	pyridoxamine-phosphate oxidase PDX3	PDX3	852323	protein-coding	NM_001178383.1	NP_009591.1	228	YBR035C
NC_001134.8	307185	307345	II	minus	SNR161	SNR161	9164869	snoRNA	NR_132152.1			YNCB0009C
NC_001134.8	307587	308887	II	plus	TLC1	TLC1	9164870	telomerase_RNA	NR_132153.1			YNCB0010W
NC_001134.8	309081	310313	II	minus	mannosylinositol phosphorylceramide synthase regulatory subunit	CSG2	852324	protein-coding	NM_001178384.1	NP_009592.1	410	YBR036C
NC_001134.8	310565	311452	II	minus	Cu-binding protein SCO1	SCO1	852325	protein-coding	NM_001178385.1	NP_009593.1	295	YBR037C
NC_001134.8	311898	314789	II	plus	chitin synthase CHS2	CHS2	852326	protein-coding	NM_001178386.1	NP_009594.1	963	YBR038W
NC_001134.8	315575	316510	II	plus	F1F0 ATP synthase subunit gamma	ATP3	852327	protein-coding	NM_001178387.1	NP_009595.1	311	YBR039W
NC_001134.8	316968	317864	II	plus	Fig1p	FIG1	852328	protein-coding	NM_001178388.1	NP_009596.1	298	YBR040W
NC_001134.8	318266	320275	II	plus	long-chain fatty acid transporter FAT1	FAT1	852329	protein-coding	NM_001178389.1	NP_009597.2	669	YBR041W
NC_001134.8	320416	321609	II	minus	putative acyltransferase	CST26	852330	protein-coding	NM_001178390.1	NP_009598.1	397	YBR042C
NC_001134.8	321876	323945	II	minus	Qdr3p	QDR3	852331	protein-coding	NM_001178391.2	NP_009599.2	689	YBR043C
NC_001134.8	324341	326059	II	minus	Tcm62p	TCM62	852332	protein-coding	NM_001178392.2	NP_009600.2	572	YBR044C
NC_001134.8	326792	326865	II	minus	tRNA-Val		852333	tRNA				YNCB0011C
NC_001134.8	328173	330092	II	minus	protein phosphatase regulator GIP1	GIP1	852334	protein-coding	NM_001178393.2	NP_009601.2	639	YBR045C
NC_001134.8	330507	331511	II	minus	NADPH:quinone reductase	ZTA1	852335	protein-coding	NM_001178394.1	NP_009602.1	334	YBR046C
NC_001134.8	331833	332360	II	plus	Fmp23p	FMP23	852336	protein-coding	NM_001178395.1	NP_009603.1	175	YBR047W
NC_001134.8	332831	333812	II	plus	ribosomal 40S subunit protein S11B	RPS11B	852337	protein-coding	NM_001178396.1	NP_009604.1	156	YBR048W
NC_001134.8	334386	336818	II	minus	DNA-binding protein REB1	REB1	852338	protein-coding	NM_001178397.1	NP_009605.1	810	YBR049C
NC_001134.8	337183	338199	II	minus	protein phosphatase regulator REG2	REG2	852340	protein-coding	NM_001178398.1	NP_009606.1	338	YBR050C
NC_001134.8	338720	339352	II	minus	flavodoxin-like fold family protein	RFS1	852341	protein-coding	NM_001178400.1	NP_009608.1	210	YBR052C
NC_001134.8	339675	340751	II	minus	uncharacterized protein		852342	protein-coding	NM_001178401.1	NP_009609.1	358	YBR053C
NC_001134.8	343101	344135	II	plus	Yro2p	YRO2	852343	protein-coding	NM_001178402.1	NP_009610.1	344	YBR054W
NC_001134.8	344602	347301	II	minus	U4/U6-U5 snRNP complex subunit PRP6	PRP6	852344	protein-coding	NM_001178403.1	NP_009611.1	899	YBR055C
NC_001134.8	347603	347686	II	plus	tRNA-Leu		852345	tRNA				YNCB0012W
NC_001134.8	347879	349384	II	plus	17-beta-hydroxysteroid dehydrogenase-like protein	MRX18	852346	protein-coding	NM_001178404.1	NP_009612.1	501	YBR056W
NC_001134.8	350827	350898	II	plus	tRNA-Gln		852347	tRNA				YNCB0013W
NC_001134.8	351255	351455	II	plus	Mnc1p	MNC1	1466443	protein-coding	NM_001270739.1	NP_001257668.1	66	YBR056W-A
NC_001134.8	352193	353293	II	minus	Mum2p	MUM2	852348	protein-coding	NM_001178405.1	NP_009613.1	366	YBR057C
NC_001134.8	353672	356017	II	minus	ubiquitin-specific protease UBP14	UBP14	852349	protein-coding	NM_001178406.1	NP_009614.2	781	YBR058C
NC_001134.8	356324	356566	II	minus	Tsc3p	TSC3	852350	protein-coding	NM_001184442.3	NP_116327.3	80	YBR058C-A
NC_001134.8	356861	360187	II	minus	serine/threonine protein kinase AKL1	AKL1	852351	protein-coding	NM_001178407.1	NP_009615.1	1108	YBR059C
NC_001134.8	360652	362514	II	minus	origin recognition complex subunit 2	ORC2	852352	protein-coding	NM_001178408.1	NP_009616.1	620	YBR060C
NC_001134.8	364787	365719	II	minus	tRNA methyltransferase TRM7	TRM7	852353	protein-coding	NM_001178409.3	NP_009617.3	310	YBR061C
NC_001134.8	365976	366600	II	minus	uncharacterized protein		852354	protein-coding	NM_001178410.1	NP_009618.2	180	YBR062C
NC_001134.8	366970	368184	II	minus	Cnm1p	CNM1	852356	protein-coding	NM_001178411.1	NP_009619.1	404	YBR063C
NC_001134.8	368584	369678	II	minus	Ecm2p	ECM2	852357	protein-coding	NM_001178413.3	NP_009621.3	364	YBR065C
NC_001134.8	370037	370699	II	minus	Nrg2p	NRG2	852358	protein-coding	NM_001178414.1	NP_009622.1	220	YBR066C
NC_001134.8	372103	372735	II	minus	putative lipase	TIP1	852359	protein-coding	NM_001178415.1	NP_009623.1	210	YBR067C
NC_001134.8	373861	375690	II	minus	branched-chain amino acid permease BAP2	BAP2	852360	protein-coding	NM_001178416.4	NP_009624.4	609	YBR068C
NC_001134.8	376574	378433	II	minus	amino acid transporter TAT1	TAT1	852361	protein-coding	NM_001178417.1	NP_009625.1	619	YBR069C
NC_001134.8	376610	378633	II	plus	TBRT	TBRT	65052915	antisense_RNA	NR_172475.1			YNCB0014W
NC_001134.8	379221	379934	II	minus	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14	ALG14	852362	protein-coding	NM_001178418.1	NP_009626.1	237	YBR070C
NC_001134.8	380411	381046	II	plus	uncharacterized protein		852363	protein-coding	NM_001178419.3	NP_009627.3	211	YBR071W
NC_001134.8	382030	382674	II	plus	chaperone protein HSP26	HSP26	852364	protein-coding	NM_001178420.1	NP_009628.1	214	YBR072W
NC_001134.8	382860	383021	II	minus	uncharacterized protein		1466444	protein-coding	NM_001184540.1	NP_878048.1	53	YBR072C-A
NC_001134.8	383112	385988	II	plus	DNA-dependent ATPase RDH54	RDH54	852365	protein-coding	NM_001178421.4	NP_009629.6	958	YBR073W
NC_001134.8	386286	389216	II	plus	Pff1p	PFF1	852366	protein-coding	NM_001178422.2	NP_009630.3	976	YBR074W
NC_001134.8	390227	391291	II	plus	Ecm8p	ECM8	852368	protein-coding	NM_001178424.2	NP_009632.2	354	YBR076W
NC_001134.8	391805	392293	II	minus	Slm4p	SLM4	852369	protein-coding	NM_001178425.3	NP_009633.3	162	YBR077C
NC_001134.8	393123	394742	II	plus	Ecm33p	ECM33	852370	protein-coding	NM_001178426.2	NP_009634.2	429	YBR078W
NC_001134.8	395383	398277	II	minus	translation initiation factor eIF3 core subunit a	RPG1	852371	protein-coding	NM_001178427.1	NP_009635.1	964	YBR079C
NC_001134.8	398614	400890	II	minus	AAA family ATPase SEC18	SEC18	852372	protein-coding	NM_001178428.3	NP_009636.3	758	YBR080C
NC_001134.8	401253	405251	II	minus	SAGA histone acetyltransferase complex subunit SPT7	SPT7	852373	protein-coding	NM_001178429.1	NP_009637.1	1332	YBR081C
NC_001134.8	405878	405949	II	plus	tRNA-Arg		852374	tRNA				YNCB0015W
NC_001134.8	405960	406031	II	plus	tRNA-Asp		852375	tRNA				YNCB0016W
NC_001134.8	406628	407169	II	minus	E2 ubiquitin-conjugating protein UBC4	UBC4	852376	protein-coding	NM_001178430.1	NP_009638.1	148	YBR082C
NC_001134.8	409169	410629	II	plus	Tec1p	TEC1	852377	protein-coding	NM_001178431.3	NP_009639.3	486	YBR083W
NC_001134.8	411054	413981	II	plus	trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1	MIS1	852378	protein-coding	NM_001178432.1	NP_009640.1	975	YBR084W
NC_001134.8	414186	415261	II	minus	ribosomal 60S subunit protein L19A	RPL19A	852379	protein-coding	NM_001180057.1	NP_009641.1	189	YBR084C-A
NC_001134.8	415983	416906	II	plus	ADP/ATP carrier protein AAC3	AAC3	852380	protein-coding	NM_001178433.3	NP_009642.3	307	YBR085W
NC_001134.8	418907	419164	II	minus	uncharacterized protein		852381	protein-coding	NM_001184443.1	NP_061491.1	85	YBR085C-A
NC_001134.8	420201	423041	II	minus	Ist2p	IST2	852382	protein-coding	NM_001178434.1	NP_009643.2	946	YBR086C
NC_001134.8	423765	424829	II	plus	replication factor C subunit 5	RFC5	852383	protein-coding	NM_001178435.3	NP_009644.3	354	YBR087W
NC_001134.8	424990	425766	II	minus	proliferating cell nuclear antigen	POL30	852385	protein-coding	NM_001178436.1	NP_009645.1	258	YBR088C
NC_001134.8	426190	426489	II	minus	high-mobility group nucleosome-binding protein	NHP6B	852386	protein-coding	NM_001180058.2	NP_009647.2	99	YBR089C-A
NC_001134.8	426333	427058	II	minus	uncharacterized protein		852387	protein-coding	NM_001178438.4	NP_009648.4	122	YBR090C
NC_001134.8	427155	427484	II	minus	Tim12p	TIM12	852388	protein-coding	NM_001178439.1	NP_009649.1	109	YBR091C
NC_001134.8	427698	429101	II	minus	acid phosphatase PHO3	PHO3	852389	protein-coding	NM_001178440.1	NP_009650.1	467	YBR092C
NC_001134.8	429548	430951	II	minus	acid phosphatase PHO5	PHO5	852390	protein-coding	NM_001178441.3	NP_009651.3	467	YBR093C
NC_001134.8	432036	434297	II	plus	putative tubulin tyrosine ligase	PBY1	852391	protein-coding	NM_001178442.2	NP_009652.2	753	YBR094W
NC_001134.8	434406	435698	II	minus	Rxt2p	RXT2	852392	protein-coding	NM_001178443.1	NP_009653.2	430	YBR095C
NC_001134.8	436021	436713	II	plus	uncharacterized protein		852393	protein-coding	NM_001178444.3	NP_009654.3	230	YBR096W
NC_001134.8	436951	441315	II	plus	ubiquitin-binding serine/threonine protein kinase VPS15	VPS15	852394	protein-coding	NM_001178445.2	NP_009655.2	1454	YBR097W
NC_001134.8	441515	443590	II	plus	Mms4p	MMS4	852395	protein-coding	NM_001178446.1	NP_009656.2	691	YBR098W
NC_001134.8	443821	444693	II	minus	Hsp70 nucleotide exchange factor FES1	FES1	852397	protein-coding	NM_001178449.3	NP_009659.3	290	YBR101C
NC_001134.8	445062	447323	II	minus	exocyst subunit EXO84	EXO84	852398	protein-coding	NM_001178450.1	NP_009660.1	753	YBR102C
NC_001134.8	447709	449316	II	plus	Sif2p	SIF2	852399	protein-coding	NM_001178451.1	NP_009661.1	535	YBR103W
NC_001134.8	449667	450656	II	plus	organic acid transporter	YMC2	852401	protein-coding	NM_001178452.3	NP_009662.3	329	YBR104W
NC_001134.8	450881	451969	II	minus	glucose-induced degradation complex subunit VID24	VID24	852402	protein-coding	NM_001178453.1	NP_009663.1	362	YBR105C
NC_001134.8	452658	453224	II	plus	Snd3p	SND3	852403	protein-coding	NM_001178454.1	NP_009664.1	188	YBR106W
NC_001134.8	453793	454530	II	minus	Iml3p	IML3	852404	protein-coding	NM_001178455.3	NP_009665.3	245	YBR107C
NC_001134.8	454822	457665	II	plus	Aim3p	AIM3	852405	protein-coding	NM_001178456.2	NP_009666.3	947	YBR108W
NC_001134.8	457919	458362	II	minus	calmodulin	CMD1	852406	protein-coding	NM_001178457.1	NP_009667.1	147	YBR109C
NC_001134.8	458872	460221	II	plus	chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase	ALG1	852407	protein-coding	NM_001178458.3	NP_009668.3	449	YBR110W
NC_001134.8	461178	461873	II	minus	ADP-ribose diphosphatase	YSA1	852408	protein-coding	NM_001178459.1	NP_009669.1	231	YBR111C
NC_001134.8	462139	462579	II	plus	Sus1p	SUS1	1466445	protein-coding	NM_001184520.1	NP_878049.2	96	YBR111W-A
NC_001134.8	462870	465770	II	minus	transcription regulator CYC8	CYC8	852410	protein-coding	NM_001178460.3	NP_009670.3	966	YBR112C
NC_001134.8	467248	469620	II	plus	DNA repair protein RAD16	RAD16	852411	protein-coding	NM_001178462.1	NP_009672.1	790	YBR114W
NC_001134.8	469748	473926	II	minus	L-aminoadipate-semialdehyde dehydrogenase	LYS2	852412	protein-coding	NM_001178463.1	NP_009673.1	1392	YBR115C
NC_001134.8	474392	476437	II	minus	transketolase TKL2	TKL2	852414	protein-coding	NM_001178465.3	NP_009675.3	681	YBR117C
NC_001134.8	477671	479047	II	plus	translation elongation factor EF-1 alpha	TEF2	852415	protein-coding	NM_001178466.1	NP_009676.1	458	YBR118W
NC_001134.8	479338	480323	II	plus	Mud1p	MUD1	852416	protein-coding	NM_001178467.1	NP_009677.1	298	YBR119W
NC_001134.8	480435	480923	II	minus	Cbp6p	CBP6	852417	protein-coding	NM_001178468.3	NP_009678.3	162	YBR120C
NC_001134.8	481364	483367	II	minus	glycine--tRNA ligase	GRS1	852418	protein-coding	NM_001178469.2	NP_009679.2	667	YBR121C
NC_001134.8	483970	484503	II	minus	mitochondrial 54S ribosomal protein YmL36	MRPL36	852419	protein-coding	NM_001178470.1	NP_009680.2	177	YBR122C
NC_001134.8	484742	486691	II	minus	transcription factor TFIIIC subunit TFC1	TFC1	852421	protein-coding	NM_001178471.3	NP_009681.3	649	YBR123C
NC_001134.8	487199	488380	II	minus	type 2C protein phosphatase PTC4	PTC4	852422	protein-coding	NM_001178473.1	NP_009683.1	393	YBR125C
NC_001134.8	488905	490392	II	minus	alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1	TPS1	852423	protein-coding	NM_001178474.1	NP_009684.1	495	YBR126C
NC_001134.8	490850	491056	II	plus	Meo1p	MEO1	13393614	protein-coding	NM_001270740.1	NP_001257669.1	68	YBR126W-A
NC_001134.8	491269	492822	II	minus	H(+)-transporting V1 sector ATPase subunit B	VMA2	852424	protein-coding	NM_001178475.3	NP_009685.3	517	YBR127C
NC_001134.8	493081	494115	II	minus	Atg14p	ATG14	852425	protein-coding	NM_001178476.1	NP_009686.1	344	YBR128C
NC_001134.8	494353	495339	II	minus	Opy1p	OPY1	852426	protein-coding	NM_001178477.1	NP_009687.1	328	YBR129C
NC_001134.8	495592	496869	II	minus	She3p	SHE3	852427	protein-coding	NM_001178478.3	NP_009688.3	425	YBR130C
NC_001134.8	497163	499277	II	plus	Ccz1p	CCZ1	852428	protein-coding	NM_001178479.3	NP_009689.3	704	YBR131W
NC_001134.8	499652	501442	II	minus	Agp2p	AGP2	852429	protein-coding	NM_001178480.1	NP_009690.1	596	YBR132C
NC_001134.8	501804	504287	II	minus	protein arginine N-methyltransferase	HSL7	852431	protein-coding	NM_001178481.1	NP_009691.1	827	YBR133C
NC_001134.8	504854	505306	II	plus	cyclin-dependent protein kinase regulatory subunit CKS1	CKS1	852432	protein-coding	NM_001178483.3	NP_009693.3	150	YBR135W
NC_001134.8	505668	512774	II	plus	protein kinase MEC1	MEC1	852433	protein-coding	NM_001178484.3	NP_009694.3	2368	YBR136W
NC_001134.8	513044	513583	II	plus	uncharacterized protein		852434	protein-coding	NM_001178485.2	NP_009695.2	179	YBR137W
NC_001134.8	513762	515336	II	minus	uncharacterized protein		852435	protein-coding	NM_001178486.2	NP_009696.2	524	YBR138C
NC_001134.8	515664	517190	II	plus	carboxypeptidase C	ATG42	852436	protein-coding	NM_001178487.3	NP_009697.3	508	YBR139W
NC_001134.8	517350	526628	II	minus	GTPase-activating protein IRA1	IRA1	852437	protein-coding	NM_001178488.3	NP_009698.3	3092	YBR140C
NC_001134.8	527025	528038	II	minus	25S rRNA (adenine2142-N1)-methyltransferase	BMT2	852438	protein-coding	NM_001178489.2	NP_009699.2	337	YBR141C
